vote_2020,age,gender,interest,state,household_income,hispanic,education,ideo5,vote_trump,vote_Biden,agegroup,race
Donald Trump,29,Male,Some of the time,HI,"$45,000 to $49,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,21 to 35,other asian or pacific islander
Donald Trump,78,Male,Most of the time,IN,"$40,000 to $44,999",Not Hispanic,Masters degree,Very Conservative,1,0,66 to 80,White
Donald Trump,60,Male,Some of the time,GA,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,51 to 65,White
Joe Biden,48,Female,Most of the time,GA,"$15,000 to $19,999",Not Hispanic,Masters degree,Moderate,0,1,36 to 50,White
Donald Trump,65,Male,Most of the time,CT,"$200,000 to $249,999",Not Hispanic,Masters degree,Very Conservative,1,0,51 to 65,White
Donald Trump,63,Female,Most of the time,PA,"$55,000 to $59,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,51 to 65,White
Joe Biden,45,Female,Some of the time,CA,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,36 to 50,White
Donald Trump,70,Male,Most of the time,NC,"$15,000 to $19,999",Not Hispanic,High school graduate,Moderate,1,0,66 to 80,White
Donald Trump,39,Male,Most of the time,NY,"$100,000 to $124,999",Not Hispanic,Masters degree,Very Liberal,1,0,36 to 50,White
Joe Biden,73,Male,Most of the time,MA,"$250,000 and above",Not Hispanic,Doctorate degree,Liberal,0,1,66 to 80,White
Donald Trump,45,Female,Most of the time,MD,"$150,000 to $174,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,36 to 50,White
Joe Biden,40,Female,Some of the time,OH,"$15,000 to $19,999",Not Hispanic,Associate Degree,Moderate,0,1,36 to 50,"Black, or African American"
Donald Trump,69,Female,Most of the time,NY,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,White
Joe Biden,31,Male,Most of the time,TN,"$150,000 to $174,999",Not Hispanic,Masters degree,Liberal,0,1,21 to 35,White
Joe Biden,36,Female,Only now and then,GA,"$50,000 to $54,999",Other Hispanic,Masters degree,Moderate,0,1,36 to 50,White
Donald Trump,39,Male,Most of the time,WA,"$200,000 to $249,999",Not Hispanic,Doctorate degree,Very Conservative,1,0,36 to 50,White
Joe Biden,41,Female,Some of the time,FL,"Less than $14,999",Not Hispanic,Completed some high school,Very Liberal,0,1,36 to 50,"Black, or African American"
Joe Biden,37,Male,Some of the time,NC,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,Other race
Donald Trump,59,Female,Some of the time,WV,"$75,000 to $79,999",Not Hispanic,High school graduate,Conservative,1,0,51 to 65,White
Donald Trump,71,Female,Most of the time,FL,"$200,000 to $249,999",Not Hispanic,Masters degree,Conservative,1,0,66 to 80,White
Joe Biden,58,Female,Only now and then,MN,"$15,000 to $19,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Donald Trump,65,Female,Some of the time,IN,"$50,000 to $54,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,51 to 65,White
Joe Biden,45,Female,Some of the time,OH,"$15,000 to $19,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,36 to 50,White
Joe Biden,46,Female,Most of the time,FL,"$125,000 to $149,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,White
Joe Biden,41,Female,Most of the time,NY,"$100,000 to $124,999",Not Hispanic,Associate Degree,Liberal,0,1,36 to 50,White
Donald Trump,67,Female,Most of the time,ME,"Less than $14,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,66 to 80,White
Joe Biden,66,Female,Some of the time,FL,"$80,000 to $84,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,66 to 80,White
Donald Trump,63,Female,Most of the time,RI,"$20,000 to $24,999",Not Hispanic,High school graduate,Conservative,1,0,51 to 65,White
Donald Trump,61,Female,Some of the time,VA,"$100,000 to $124,999",Not Hispanic,Associate Degree,Conservative,1,0,51 to 65,White
Donald Trump,75,Female,Most of the time,PA,"$60,000 to $64,999",Not Hispanic,Masters degree,Very Conservative,1,0,66 to 80,White
Donald Trump,46,Female,Only now and then,OH,"$50,000 to $54,999",Not Hispanic,"Completed some college, but no degree",Moderate,1,0,36 to 50,White
Donald Trump,79,Female,Most of the time,PA,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,White
Donald Trump,67,Female,Some of the time,VA,"$100,000 to $124,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Donald Trump,31,Female,Some of the time,IL,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Not Sure,1,0,21 to 35,White
Joe Biden,41,Female,Most of the time,KY,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,36 to 50,White
Joe Biden,24,Male,Most of the time,SC,"$80,000 to $84,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,21 to 35,"Black, or African American"
Donald Trump,44,Male,Some of the time,CO,"$30,000 to $34,999",Not Hispanic,Completed some high school,Conservative,1,0,36 to 50,White
Donald Trump,81,Male,Most of the time,CO,"$95,000 to $99,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,above 80,White
Joe Biden,44,Male,Some of the time,NY,"$200,000 to $249,999",Not Hispanic,Masters degree,Very Liberal,0,1,36 to 50,White
Donald Trump,60,Female,Most of the time,NY,"$50,000 to $54,999",Not Hispanic,High school graduate,Conservative,1,0,51 to 65,White
Joe Biden,68,Female,Most of the time,KS,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,66 to 80,White
Donald Trump,28,Male,Some of the time,PA,"$50,000 to $54,999",Ecuadorian,"College Degree (such as B.A., B.S.)",Moderate,1,0,21 to 35,Chinese
Joe Biden,56,Male,Some of the time,DE,"$35,000 to $39,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,51 to 65,White
Joe Biden,40,Male,Some of the time,TX,"$175,000 to $199,999",Not Hispanic,Masters degree,Liberal,0,1,36 to 50,White
Donald Trump,56,Male,Most of the time,NC,"$100,000 to $124,999",Not Hispanic,Associate Degree,Very Conservative,1,0,51 to 65,White
Donald Trump,40,Male,Most of the time,NY,"$200,000 to $249,999",Not Hispanic,Doctorate degree,Very Conservative,1,0,36 to 50,White
Donald Trump,19,Male,Some of the time,WV,"$40,000 to $44,999",Not Hispanic,Completed some high school,Very Conservative,1,0,20 or less,White
Donald Trump,38,Female,Some of the time,MD,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Not Sure,1,0,36 to 50,other asian or pacific islander
Joe Biden,57,Male,Most of the time,VT,"$175,000 to $199,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,other asian or pacific islander
Joe Biden,31,Male,Most of the time,NC,"$45,000 to $49,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,21 to 35,White
Donald Trump,61,Male,Most of the time,WI,"$250,000 and above",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Joe Biden,37,Female,Some of the time,IL,"$30,000 to $34,999",Not Hispanic,Associate Degree,Liberal,0,1,36 to 50,White
Donald Trump,46,Male,Most of the time,SC,"$85,000 to $89,999",Not Hispanic,Associate Degree,Moderate,1,0,36 to 50,White
Joe Biden,30,Female,Most of the time,IL,"$25,000 to $29,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,21 to 35,White
Donald Trump,71,Male,Some of the time,PA,"$75,000 to $79,999",Not Hispanic,"Completed some college, but no degree",Very Conservative,1,0,66 to 80,White
Joe Biden,62,Male,Most of the time,MN,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,0,1,51 to 65,White
Donald Trump,66,Female,Most of the time,TX,"$30,000 to $34,999",Not Hispanic,Completed some high school,Moderate,1,0,66 to 80,White
Joe Biden,60,Male,Some of the time,IL,"$45,000 to $49,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Donald Trump,77,Male,Most of the time,MO,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,66 to 80,White
Joe Biden,61,Male,Most of the time,NC,"$20,000 to $24,999",Not Hispanic,Doctorate degree,Liberal,0,1,51 to 65,White
Joe Biden,30,Male,Only now and then,WV,"$30,000 to $34,999",Mexican,High school graduate,Moderate,0,1,21 to 35,White
Joe Biden,60,Male,Only now and then,OH,"$20,000 to $24,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Joe Biden,31,Male,Some of the time,NJ,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,White
Donald Trump,43,Male,Most of the time,NY,"$250,000 and above",Not Hispanic,Masters degree,Moderate,1,0,36 to 50,White
Donald Trump,71,Male,Most of the time,NY,"$35,000 to $39,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,66 to 80,White
Donald Trump,63,Male,Some of the time,IL,"$45,000 to $49,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,1,0,51 to 65,White
Joe Biden,58,Male,Most of the time,CA,"$90,000 to $94,999",Not Hispanic,Completed some high school,Liberal,0,1,51 to 65,White
Donald Trump,37,Male,Some of the time,NY,"$100,000 to $124,999",Not Hispanic,Masters degree,Liberal,1,0,36 to 50,White
Joe Biden,70,Male,Most of the time,OH,"$95,000 to $99,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Conservative,0,1,66 to 80,White
Donald Trump,62,Female,Some of the time,KY,"$250,000 and above",Mexican,High school graduate,Not Sure,1,0,51 to 65,White
Donald Trump,65,Male,Most of the time,OH,"$65,000 to $69,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Donald Trump,45,Female,Some of the time,MI,"$70,000 to $74,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,36 to 50,White
Donald Trump,69,Female,Only now and then,AL,"$40,000 to $44,999",Not Hispanic,High school graduate,Conservative,1,0,66 to 80,White
Donald Trump,40,Male,Most of the time,NY,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Very Liberal,1,0,36 to 50,White
Donald Trump,39,Male,Some of the time,OH,"$125,000 to $149,999",Not Hispanic,Doctorate degree,Liberal,1,0,36 to 50,White
Joe Biden,63,Male,Most of the time,VA,"$200,000 to $249,999",Not Hispanic,Doctorate degree,Liberal,0,1,51 to 65,White
Joe Biden,55,Female,Most of the time,OH,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Conservative,0,1,51 to 65,White
Joe Biden,31,Male,Most of the time,TX,"$65,000 to $69,999",Mexican,"Completed some college, but no degree",Moderate,0,1,21 to 35,White
Donald Trump,45,Male,Most of the time,NJ,"$125,000 to $149,999",Not Hispanic,Masters degree,Very Conservative,1,0,36 to 50,White
Donald Trump,69,Male,Some of the time,VA,"$60,000 to $64,999",Not Hispanic,Masters degree,Very Conservative,1,0,66 to 80,Other race
Donald Trump,70,Male,Most of the time,ID,"$50,000 to $54,999",Not Hispanic,Masters degree,Conservative,1,0,66 to 80,White
Joe Biden,49,Male,Some of the time,CA,"Less than $14,999",Not Hispanic,Completed some high school,Very Liberal,0,1,36 to 50,"Black, or African American"
Donald Trump,54,Female,Hardly at all,SC,"$35,000 to $39,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,51 to 65,White
Joe Biden,64,Male,Most of the time,AZ,"$85,000 to $89,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Joe Biden,21,Male,Most of the time,WA,"Less than $14,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,White
Donald Trump,40,Male,Some of the time,NJ,"$20,000 to $24,999",Not Hispanic,High school graduate,Moderate,1,0,36 to 50,White
Joe Biden,62,Male,Most of the time,WI,"$20,000 to $24,999",Not Hispanic,High school graduate,Moderate,0,1,51 to 65,White
Donald Trump,54,Male,Most of the time,GA,"$80,000 to $84,999",Not Hispanic,High school graduate,Conservative,1,0,51 to 65,American Indian or Alaska Native
Joe Biden,62,Male,Most of the time,HI,"$75,000 to $79,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,other asian or pacific islander
Joe Biden,31,Male,Most of the time,IN,"$25,000 to $29,999",Not Hispanic,"Completed some college, but no degree",Very Liberal,0,1,21 to 35,other asian or pacific islander
Joe Biden,66,Male,Most of the time,OH,"$90,000 to $94,999",Not Hispanic,"Completed some college, but no degree",Moderate,0,1,66 to 80,White
Donald Trump,28,Male,Some of the time,TX,"$35,000 to $39,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,21 to 35,White
Joe Biden,46,Male,Most of the time,NY,"Less than $14,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,36 to 50,White
Donald Trump,67,Female,Most of the time,TN,"$20,000 to $24,999",Not Hispanic,"Completed some college, but no degree",Conservative,1,0,66 to 80,White
Donald Trump,72,Male,Most of the time,FL,"$50,000 to $54,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,66 to 80,White
Donald Trump,59,Male,Some of the time,SC,"$60,000 to $64,999",Not Hispanic,Masters degree,Conservative,1,0,51 to 65,White
Donald Trump,65,Female,Some of the time,KY,"$15,000 to $19,999",Not Hispanic,Associate Degree,Conservative,1,0,51 to 65,White
Donald Trump,62,Male,Most of the time,IN,"$50,000 to $54,999",Not Hispanic,High school graduate,Very Conservative,1,0,51 to 65,White
Donald Trump,60,Female,Some of the time,OH,"$30,000 to $34,999",Not Hispanic,Associate Degree,Moderate,1,0,51 to 65,White
Donald Trump,35,Male,Most of the time,MI,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,1,0,21 to 35,White
Donald Trump,58,Male,Most of the time,OH,"$25,000 to $29,999",Not Hispanic,High school graduate,Moderate,1,0,51 to 65,White
Donald Trump,52,Male,Most of the time,CA,"$50,000 to $54,999",Not Hispanic,Associate Degree,Conservative,1,0,51 to 65,White
Donald Trump,51,Female,Most of the time,OH,"$100,000 to $124,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Conservative,1,0,51 to 65,White
Joe Biden,69,Female,Most of the time,IN,"$25,000 to $29,999",Not Hispanic,High school graduate,Moderate,0,1,66 to 80,White
Joe Biden,27,Female,Some of the time,IL,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,21 to 35,White
Joe Biden,62,Male,Most of the time,WA,"$35,000 to $39,999",Not Hispanic,Associate Degree,Liberal,0,1,51 to 65,White
Donald Trump,20,Male,Most of the time,GA,"$15,000 to $19,999",Mexican,"Completed some college, but no degree",Moderate,1,0,20 or less,"Black, or African American"
Joe Biden,61,Male,Most of the time,IL,"Less than $14,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,51 to 65,"Black, or African American"
Donald Trump,60,Female,Some of the time,WA,"$80,000 to $84,999",Not Hispanic,High school graduate,Moderate,1,0,51 to 65,White
Joe Biden,26,Male,Some of the time,AR,"$15,000 to $19,999",Other Hispanic,Masters degree,Liberal,0,1,21 to 35,White
Joe Biden,41,Male,Some of the time,NY,"$200,000 to $249,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,36 to 50,White
Joe Biden,73,Female,Most of the time,MD,"$25,000 to $29,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Liberal,0,1,66 to 80,White
Joe Biden,34,Female,Most of the time,ME,"$70,000 to $74,999",Not Hispanic,Masters degree,Very Liberal,0,1,21 to 35,White
Donald Trump,31,Male,Some of the time,TN,"Less than $14,999",Not Hispanic,Completed some high school,Very Conservative,1,0,21 to 35,White
Donald Trump,65,Female,Only now and then,MD,"$25,000 to $29,999",Not Hispanic,High school graduate,Very Conservative,1,0,51 to 65,White
Joe Biden,35,Male,Some of the time,MI,"$100,000 to $124,999",Not Hispanic,Associate Degree,Liberal,0,1,21 to 35,White
Joe Biden,62,Female,Some of the time,NJ,"$150,000 to $174,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Donald Trump,48,Female,Some of the time,WA,"Less than $14,999",Not Hispanic,Masters degree,Moderate,1,0,36 to 50,White
Donald Trump,67,Female,Most of the time,MA,"$175,000 to $199,999",Not Hispanic,Associate Degree,Moderate,1,0,66 to 80,White
Joe Biden,59,Female,Only now and then,OH,"$75,000 to $79,999",Not Hispanic,High school graduate,Very Conservative,0,1,51 to 65,American Indian or Alaska Native
Joe Biden,33,Female,Most of the time,AL,"$35,000 to $39,999",Not Hispanic,High school graduate,Liberal,0,1,21 to 35,"Black, or African American"
Donald Trump,37,Female,Most of the time,NY,"$100,000 to $124,999",Not Hispanic,Masters degree,Conservative,1,0,36 to 50,White
Joe Biden,73,Female,Most of the time,AZ,"$40,000 to $44,999",Not Hispanic,"Completed some college, but no degree",Liberal,0,1,66 to 80,White
Joe Biden,34,Female,Most of the time,WI,"$75,000 to $79,999",Not Hispanic,High school graduate,Very Liberal,0,1,21 to 35,White
Joe Biden,52,Male,Some of the time,MI,"$125,000 to $149,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Donald Trump,49,Male,Most of the time,NC,"$125,000 to $149,999",Not Hispanic,Masters degree,Very Conservative,1,0,36 to 50,White
Donald Trump,74,Female,Most of the time,IL,"$20,000 to $24,999",Not Hispanic,Associate Degree,Conservative,1,0,66 to 80,White
Donald Trump,69,Female,Most of the time,VA,"$20,000 to $24,999",Not Hispanic,"Completed some college, but no degree",Liberal,1,0,66 to 80,White
Joe Biden,62,Female,Some of the time,VT,"$60,000 to $64,999",Not Hispanic,"College Degree (such as B.A., B.S.)",Moderate,0,1,51 to 65,White
Joe Biden,45,Male,Only now and then,CA,"$75,000 to $79,999",Venezuelan,"College Degree (such as B.A., B.S.)",Very Liberal,0,1,36 to 50,White
